,laptop_ID,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,height,width,Cpu Speed GHz,Cpu Company,has_SSD,has_HDD,GpuManufacturer
492,499,Asus,Gaming,15.6,8,Windows 10,1.99,1350.0,1920,1080,2.8,Intel,1,1,Nvidia
493,500,Acer,Notebook,15.6,8,Windows 10,2.2,579.0,1366,768,2.5,AMD,0,1,AMD
494,501,Asus,Gaming,17.3,24,Windows 10,4.33,1269.0,1920,1080,2.6,Intel,1,1,Nvidia
495,502,Lenovo,Ultrabook,12.5,8,Windows 10,1.3,1099.0,1366,768,2.3,Intel,1,0,Intel
496,503,Lenovo,Notebook,15.6,8,Windows 10,2.17,898.9,1920,1080,1.8,Intel,1,0,Intel
497,504,HP,Notebook,14.0,8,Windows 10,1.48,1749.0,1920,1080,2.8,Intel,1,0,Intel
498,505,Lenovo,Notebook,13.3,8,Windows 10,1.4,949.0,1920,1080,2.4,Intel,1,0,Intel
499,506,Lenovo,Notebook,15.6,8,Windows 10,2.3,911.0,1920,1080,2.5,Intel,1,0,Intel
500,507,Asus,Netbook,11.6,4,Other,1.2,340.0,1366,768,1.1,Intel,0,0,Intel
501,508,HP,Notebook,15.6,8,Windows 10,1.91,618.99,1366,768,2.5,Intel,1,0,AMD
502,509,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,1599.0,1920,1080,1.6,Intel,1,0,Intel
503,510,Lenovo,Notebook,14.0,4,Windows 10,2.1,299.0,1366,768,1.1,Intel,0,1,Intel
504,511,Lenovo,Netbook,11.6,4,Other,1.25,265.0,1366,768,1.6,Intel,1,0,Intel
505,512,Lenovo,Notebook,13.3,8,Windows 10,1.44,949.0,1920,1080,2.5,Intel,1,0,Intel
506,513,Asus,Notebook,15.6,8,Windows 10,2.0,1224.0,1920,1080,2.7,Intel,1,1,Intel
507,514,Acer,Notebook,15.6,4,Windows 10,2.2,613.0,1920,1080,1.6,Intel,0,1,Nvidia
508,515,HP,Ultrabook,13.3,8,Windows 10,1.34,1323.0,1920,1080,2.7,Intel,1,0,Intel
509,516,Lenovo,Gaming,15.6,8,Other,2.4,1149.0,1920,1080,2.8,Intel,1,1,Nvidia
510,517,Dell,Ultrabook,13.3,8,Windows 10,1.29,899.0,1920,1080,2.5,Intel,1,0,Intel
511,518,Acer,Notebook,15.6,4,Windows 10,2.2,639.0,1920,1080,2.7,Intel,0,1,Nvidia
512,519,Dell,Notebook,15.6,8,Windows 10,2.18,836.0,1920,1080,2.5,Intel,0,1,Intel
513,520,Dell,Notebook,15.6,16,Windows 10,2.2,1219.24,1920,1080,1.8,Intel,1,1,AMD
514,521,Other,Notebook,15.6,16,Other,1.95,1399.95,1920,1080,1.8,Intel,1,0,Nvidia
515,522,Asus,Netbook,11.6,2,Windows 10,1.1,245.0,1366,768,1.1,Intel,0,0,Intel
516,523,HP,Notebook,15.6,4,Windows 10,2.04,521.47,1366,768,1.6,Intel,0,1,Intel
517,524,Asus,Gaming,15.6,24,Windows 10,2.24,2968.0,1920,1080,2.8,Intel,1,0,Nvidia
518,525,HP,Notebook,15.6,8,Windows 10,2.04,889.0,1920,1080,2.5,Intel,1,0,Nvidia
519,526,Asus,Gaming,17.3,16,Windows 10,3.0,1504.0,1920,1080,2.8,Intel,1,1,Nvidia
520,527,Lenovo,Gaming,15.6,8,Windows 10,3.2,1399.0,1920,1080,2.8,Intel,1,1,Nvidia
521,528,HP,Ultrabook,13.3,8,Windows 10,1.32,1399.0,1920,1080,2.7,Intel,1,0,Intel
522,529,Dell,Notebook,14.0,8,Windows 10,1.64,1279.73,1920,1080,2.6,Intel,1,0,Intel
523,530,HP,Notebook,15.6,4,Windows 10,1.63,689.0,1366,768,2.0,Intel,1,0,Intel
524,531,Dell,Notebook,17.3,8,Other,2.8,889.0,1920,1080,1.6,Intel,1,1,AMD
525,532,Lenovo,Notebook,14.0,8,Other,2.02,1340.0,1920,1080,2.3,Intel,1,0,Intel
526,533,Lenovo,Notebook,15.6,4,Windows 10,2.2,799.0,1920,1080,2.7,Intel,0,1,Nvidia
527,534,Lenovo,Notebook,15.6,8,Other,2.2,459.0,1366,768,2.0,Intel,0,1,Nvidia
528,535,Dell,Notebook,15.6,4,Windows 10,2.3,585.0,1920,1080,2.5,Intel,0,1,AMD
529,536,Dell,Notebook,15.6,8,Windows 10,1.9,1377.0,1920,1080,2.8,Intel,1,0,Intel
530,537,Dell,Gaming,17.3,16,Windows 10,4.42,3012.77,1920,1080,2.8,Intel,1,1,Nvidia
531,538,Other,Notebook,15.6,8,Windows 10,2.0,860.0,1920,1080,2.5,Intel,0,1,Intel
532,539,Asus,Notebook,15.6,8,Windows 10,2.0,1299.0,3840,2160,2.7,Intel,1,1,Nvidia
533,540,Other,Notebook,13.3,4,Windows 10,1.2,369.0,1920,1080,1.1,Intel,1,0,Intel
534,541,Asus,Gaming,15.6,8,Windows 10,2.3,1649.0,1920,1080,2.5,Intel,1,1,Nvidia
535,542,Dell,Notebook,15.6,8,Windows 10,1.93,1369.0,1920,1080,2.8,Intel,1,0,Nvidia
536,543,Dell,Notebook,15.6,8,Windows 10,2.2,797.41,1920,1080,1.6,Intel,1,0,AMD
537,544,HP,Notebook,15.6,4,Windows 10,1.86,398.99,1920,1080,1.6,Intel,1,0,Intel
538,545,HP,Gaming,17.3,12,Windows 10,2.62,1799.0,1920,1080,2.8,Intel,0,1,Nvidia
539,546,Lenovo,Notebook,14.0,8,Windows 10,1.87,859.0,1920,1080,2.7,Intel,1,0,Nvidia
540,547,Dell,Ultrabook,13.3,8,Windows 10,1.2,1399.0,3200,1800,1.8,Intel,1,0,Intel
541,548,Dell,Notebook,14.0,4,Windows 10,1.6,735.87,1920,1080,2.0,Intel,1,0,Intel
542,549,HP,Ultrabook,13.3,8,Windows 10,1.34,1145.0,3200,1800,2.7,Intel,1,0,Intel
543,550,Acer,Gaming,15.6,8,Other,2.4,798.0,1920,1080,2.5,Intel,0,1,Nvidia
544,551,Asus,Notebook,15.6,4,Windows 10,2.0,349.0,1366,768,1.8,AMD,0,1,AMD
545,552,HP,Notebook,15.6,4,Windows 10,2.1,705.5,1920,1080,2.4,Intel,1,0,Intel
546,553,Lenovo,Notebook,14.0,4,Windows 10,1.87,785.0,1920,1080,2.5,Intel,0,1,Intel
547,554,Lenovo,Notebook,15.6,4,Other,2.15,462.35,1920,1080,2.3,Intel,0,1,Intel
548,555,HP,Notebook,15.6,4,Windows 10,1.86,397.0,1920,1080,2.0,Intel,0,1,Intel
549,556,Lenovo,Notebook,15.6,8,Windows 10,1.99,1729.0,1920,1080,2.7,Intel,1,0,Intel
550,557,Lenovo,Notebook,15.6,4,Windows 10,2.2,499.0,1920,1080,2.0,Intel,1,0,Intel
551,558,Dell,Notebook,15.6,8,Windows 10,1.9,1116.99,1920,1080,2.5,Intel,1,0,Intel
552,559,Dell,Gaming,17.3,16,Windows 10,4.42,2699.0,1920,1080,2.8,Intel,1,1,Nvidia
553,560,HP,Notebook,17.3,8,Windows 10,2.65,544.15,1600,900,2.0,Intel,0,1,Intel
554,561,HP,Notebook,17.3,8,Windows 10,2.63,1280.0,1920,1080,2.7,Intel,0,1,Nvidia
555,562,Asus,Notebook,15.6,4,Other,2.0,224.0,1366,768,1.1,Intel,0,1,Intel
556,563,Other,Notebook,13.3,4,Windows 10,1.35,255.0,1920,1080,1.44,Intel,0,0,Intel
557,564,Lenovo,Notebook,17.3,6,Windows 10,2.8,949.0,1600,900,2.7,Intel,1,1,Nvidia
558,565,HP,Notebook,15.6,6,Windows 10,1.91,568.9,1920,1080,2.5,AMD,1,0,AMD
559,566,Dell,Notebook,15.6,4,Windows 10,2.18,617.9,1366,768,2.0,Intel,0,1,AMD
560,567,Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,349.0,1920,1080,2.0,Intel,0,0,Intel
561,568,Lenovo,Notebook,15.6,4,Windows 10,2.05,630.0,1920,1080,2.7,Intel,1,0,Intel
562,569,HP,Ultrabook,13.3,16,Windows 10,1.16,1965.0,3200,1800,1.2,Intel,1,0,Intel
563,570,Lenovo,Notebook,17.3,8,Windows 10,3.4,2999.0,1920,1080,2.8,Intel,1,0,Nvidia
564,571,Asus,Notebook,15.6,8,Windows 10,2.5,839.0,1920,1080,2.5,Intel,1,1,Nvidia
565,572,Dell,Ultrabook,13.3,8,Windows 10,1.21,1599.0,3840,2160,1.6,Intel,1,0,Intel
566,573,Dell,Notebook,15.6,4,Windows 10,1.93,959.0,1366,768,2.6,Intel,0,1,Intel
567,574,Other,Notebook,15.6,8,Windows 10,2.2,739.0,1366,768,2.5,Intel,0,1,Intel
568,575,Lenovo,Notebook,15.6,4,Windows 10,2.2,344.0,1920,1080,1.1,Intel,0,1,Intel
569,576,Lenovo,Notebook,14.0,4,Windows 10,2.02,990.0,1366,768,2.5,Intel,0,1,Intel
570,577,HP,Workstation,17.3,8,Windows 10,3.14,1860.99,1600,900,2.8,Intel,0,1,Nvidia
571,578,HP,Notebook,14.0,8,Windows 10,1.94,389.0,1366,768,1.6,Intel,0,1,Intel
572,579,HP,Notebook,15.6,6,Windows 10,1.95,649.0,1920,1080,3.0,AMD,1,0,AMD
573,580,Lenovo,Notebook,15.6,8,Windows 10,2.3,830.0,1920,1080,2.5,Intel,1,0,Intel
574,581,Lenovo,Notebook,15.6,4,Windows 10,2.05,685.0,1920,1080,1.6,Intel,0,1,Intel
575,582,Other,Notebook,14.0,4,Windows 10,1.4,249.0,1920,1080,1.44,Intel,1,0,Intel
576,583,Other,Ultrabook,14.0,16,Windows 10,1.24,1865.0,1920,1080,2.7,Intel,1,0,Intel
577,584,Lenovo,Gaming,17.3,32,Windows 10,4.6,2663.0,1920,1080,2.7,Intel,1,1,Nvidia
578,585,Other,Gaming,17.3,16,Windows 10,4.14,2729.0,1920,1080,2.9,Intel,1,1,Nvidia
579,586,Dell,Notebook,15.6,8,Other,2.2,749.01,1920,1080,2.7,Intel,1,0,AMD
580,587,Other,Notebook,14.0,4,Windows 10,1.45,389.0,1920,1080,1.1,Intel,1,0,Intel
581,588,Dell,Notebook,15.6,8,Windows 10,1.9,1008.52,1366,768,2.6,Intel,0,1,Intel
582,589,HP,Notebook,13.3,4,Windows 10,1.49,719.0,1920,1080,2.4,Intel,1,0,Intel
583,590,Dell,Notebook,15.6,16,Windows 10,1.93,1537.39,1920,1080,2.8,Intel,1,0,Nvidia
584,591,Dell,Netbook,11.6,4,Other,1.26,295.0,1366,768,1.6,Intel,0,0,Intel
585,592,Other,Gaming,17.3,16,Windows 10,4.5,2349.0,1920,1080,2.7,Intel,1,1,Nvidia
586,593,HP,Gaming,17.3,16,Windows 10,3.78,1498.0,1920,1080,2.8,Intel,1,1,Nvidia
587,594,Lenovo,Ultrabook,14.0,12,Windows 10,1.4,1673.0,1920,1080,2.6,Intel,1,0,Intel
588,595,Lenovo,Notebook,15.6,12,Windows 10,2.2,609.0,1366,768,1.8,Intel,0,1,Intel
589,596,Asus,Gaming,17.3,8,Windows 10,2.73,1770.0,1920,1080,2.5,Intel,1,1,Nvidia
590,597,Asus,2 in 1 Convertible,15.6,8,Windows 10,2.2,739.0,1366,768,2.5,Intel,0,1,Intel
591,598,Lenovo,Notebook,15.6,12,Windows 10,2.2,949.0,1920,1080,3.6,AMD,1,0,AMD
592,599,Dell,2 in 1 Convertible,11.6,4,Windows 10,1.39,603.0,1366,768,1.0,Intel,1,0,Intel
593,600,Other,Notebook,15.6,16,Windows 10,2.5,1699.0,1920,1080,2.8,Intel,1,1,Nvidia
594,601,Lenovo,Notebook,17.3,4,Other,2.8,529.0,1920,1080,2.0,Intel,0,1,Intel
595,602,Lenovo,Notebook,15.6,8,Windows 10,2.29,459.0,1366,768,2.3,Intel,0,1,Intel
596,603,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,2025.0,1920,1080,2.7,Intel,1,0,Intel
597,604,Lenovo,Notebook,14.0,8,Windows 10,1.7,1474.0,1920,1080,2.5,Intel,1,0,Intel
598,605,Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,1670.0,1920,1080,2.5,Intel,1,0,Intel
599,606,Dell,Workstation,15.6,8,Windows 10,2.06,1763.0,1920,1080,2.8,Intel,1,0,Nvidia
600,607,HP,Notebook,15.6,8,Windows 10,1.84,1219.0,1920,1080,2.7,Intel,1,0,Intel
601,608,HP,Notebook,15.6,4,Windows 10,2.1,668.48,1366,768,2.4,Intel,0,1,Intel
602,609,Acer,Notebook,14.0,4,Windows 10,1.6,329.0,1920,1080,1.1,Intel,0,0,Intel
603,610,Other,Gaming,17.3,16,Windows 10,4.14,2199.0,1920,1080,2.7,Intel,1,1,Nvidia
604,611,Dell,Notebook,15.6,4,Other,2.18,465.0,1366,768,2.0,Intel,0,1,AMD
605,612,Other,Gaming,15.6,16,Windows 10,1.8,2299.0,3840,2160,2.8,Intel,1,1,Nvidia
606,613,Other,Notebook,15.6,8,Windows 10,2.2,1399.0,1920,1080,2.5,Intel,1,0,Intel
607,614,Lenovo,Notebook,15.6,6,Windows 10,2.4,564.0,1920,1080,2.5,Intel,0,1,Intel
608,615,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.0,1299.0,1920,1080,2.8,Intel,1,0,Intel
609,616,Acer,Notebook,14.0,4,Windows 10,1.6,349.0,1366,768,1.6,Intel,0,0,Intel
610,617,Lenovo,Notebook,15.6,32,Windows 10,2.5,4899.0,3840,2160,3.1,Intel,1,0,Nvidia
611,618,Dell,Gaming,15.6,16,Windows 10,2.59,879.01,1920,1080,2.6,Intel,0,1,Nvidia
612,619,Dell,Notebook,15.6,4,Other,2.18,443.9,1366,768,2.0,Intel,0,1,Intel
613,620,Dell,Notebook,15.6,4,Other,2.25,359.0,1366,768,2.0,Intel,0,1,Intel
614,621,Dell,Notebook,15.6,4,Other,1.93,869.0,1366,768,2.6,Intel,0,1,Intel
615,622,Asus,Gaming,17.3,8,Windows 10,3.0,1168.0,1920,1080,2.8,Intel,1,1,Nvidia
616,623,Dell,Notebook,15.6,4,Other,2.18,569.0,1920,1080,2.5,Intel,1,0,AMD
617,624,HP,Ultrabook,15.6,8,Windows 10,1.84,1389.0,1920,1080,2.7,Intel,1,0,Intel
618,625,Other,Gaming,15.6,16,Windows 10,2.94,2267.86,1920,1080,2.8,Intel,1,1,Nvidia
619,626,Acer,2 in 1 Convertible,11.6,4,Other,1.25,379.0,1366,768,1.6,Intel,0,0,Intel
620,627,HP,Notebook,14.0,8,Windows 10,2.31,1124.0,1366,768,2.6,Intel,1,0,Intel
621,628,Lenovo,Notebook,14.0,8,Other,1.65,1465.0,1920,1080,2.3,Intel,1,0,Intel
622,629,Dell,Notebook,15.6,4,Windows 10,2.2,776.0,1920,1080,1.6,Intel,0,1,AMD
623,630,Other,Notebook,15.6,8,Windows 10,2.2,799.0,1366,768,2.5,Intel,1,0,Intel
624,631,HP,Notebook,15.6,4,Other,1.88,932.0,1366,768,2.3,Intel,0,1,Intel
625,632,Lenovo,Notebook,15.6,8,Windows 10,2.2,899.0,1920,1080,2.7,Intel,0,1,Nvidia
626,633,Other,Notebook,14.0,2,Windows 10,1.4,239.0,1920,1080,1.44,Intel,0,0,Intel
627,634,Lenovo,Notebook,15.6,4,Other,2.2,468.0,1920,1080,2.5,Intel,1,0,Intel
628,635,Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,639.01,1920,1080,2.5,Intel,0,1,Intel
629,636,Dell,Notebook,15.6,8,Windows 10,2.0,1820.0,1920,1080,2.8,Intel,1,0,Nvidia
630,637,Asus,Ultrabook,14.0,16,Windows 10,1.1,1900.0,1920,1080,2.7,Intel,1,0,Intel
631,639,Dell,Gaming,15.6,16,Windows 10,2.62,1479.0,1920,1080,2.8,Intel,1,1,Nvidia
632,640,Lenovo,Notebook,15.6,4,Windows 10,1.8,829.0,1920,1080,1.6,Intel,1,0,Intel
633,641,Lenovo,Notebook,15.6,4,Windows 10,2.2,579.0,1920,1080,2.0,Intel,0,1,Nvidia
634,642,Asus,Notebook,15.6,8,Windows 10,2.0,399.0,1366,768,1.1,Intel,0,1,Intel
635,643,Asus,Notebook,15.6,8,Windows 10,1.99,906.62,1920,1080,2.5,Intel,0,1,Nvidia
636,644,Dell,Ultrabook,13.3,8,Windows 10,1.23,1869.0,3200,1800,1.6,Intel,1,0,Intel
637,645,Lenovo,Notebook,14.0,2,Windows 10,1.42,249.0,1366,768,1.6,Intel,0,0,Intel
638,646,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1757.42,1920,1080,2.7,Intel,1,0,Intel
639,647,Dell,Notebook,15.6,16,Windows 10,2.06,2399.0,3840,2160,2.8,Intel,1,0,Nvidia
640,648,Lenovo,Gaming,15.6,8,Windows 10,2.5,1109.0,1920,1080,2.8,Intel,1,1,Nvidia
641,649,HP,Notebook,17.0,8,Windows 10,2.6,520.9,1600,900,3.0,AMD,0,1,AMD
642,650,Lenovo,Ultrabook,14.0,16,Windows 10,1.14,2450.0,1920,1080,2.7,Intel,1,0,Intel
643,651,Asus,Gaming,15.6,8,Other,2.5,1169.0,1920,1080,2.8,Intel,0,1,Nvidia
644,652,Acer,Notebook,15.6,4,Windows 10,2.4,450.0,1366,768,2.0,Intel,0,1,Intel
645,653,Lenovo,Notebook,14.0,4,Windows 10,1.43,274.0,1366,768,1.6,Intel,0,0,Intel
646,654,Acer,Ultrabook,14.0,8,Windows 10,1.8,919.0,1920,1080,2.5,Intel,1,0,Intel
647,655,Other,Gaming,14.0,16,Windows 10,1.95,2599.0,1920,1080,2.8,Intel,1,0,Nvidia
648,656,Other,Notebook,13.3,8,Windows 10,1.2,1213.0,1920,1080,2.3,Intel,1,0,Intel
649,657,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1584.0,1920,1080,2.7,Intel,1,0,Intel
650,658,Asus,Gaming,17.3,32,Windows 10,3.8,2799.0,1920,1080,2.7,Intel,1,0,Nvidia
651,659,Acer,Gaming,15.6,8,Other,2.4,709.0,1920,1080,2.5,Intel,0,1,Nvidia
652,660,Dell,Ultrabook,13.3,8,Windows 10,1.2,1449.9,1920,1080,1.6,Intel,1,0,Intel
653,661,Other,Gaming,15.6,8,Windows 10,2.2,1191.8,1920,1080,2.8,Intel,1,1,Nvidia
654,662,HP,Notebook,15.6,4,Other,1.86,364.9,1366,768,2.0,Intel,0,1,Intel
655,663,Other,Notebook,15.6,8,Windows 10,2.0,1064.0,1920,1080,2.5,Intel,0,1,Intel
656,664,Dell,Notebook,15.6,8,Windows 10,2.2,919.0,1920,1080,1.8,Intel,1,0,AMD
657,665,Dell,Notebook,15.6,16,Windows 10,2.2,1135.0,1920,1080,1.8,Intel,1,1,AMD
658,666,Lenovo,Gaming,15.6,8,Windows 10,3.31,1196.0,1920,1080,2.6,Intel,1,1,Nvidia
659,667,Dell,Gaming,17.3,32,Windows 10,4.42,3147.37,3840,2160,2.8,Intel,1,1,Nvidia
660,668,Dell,Notebook,14.0,8,Windows 10,1.56,1229.0,1920,1080,2.4,Intel,1,0,Intel
661,669,Lenovo,Notebook,15.6,4,Windows 10,2.2,419.0,1366,768,1.1,Intel,0,1,Intel
662,670,Lenovo,Notebook,15.6,4,Windows 10,2.2,535.0,1920,1080,2.3,Intel,0,1,Intel
663,671,HP,Notebook,15.6,6,Windows 10,2.04,539.0,1920,1080,2.0,Intel,0,1,AMD
664,672,Other,Gaming,17.3,8,Windows 10,2.7,1486.77,1920,1080,2.8,Intel,1,1,Nvidia
665,673,Other,Notebook,15.6,4,Windows 10,2.1,498.0,1366,768,2.1,Intel,1,0,Intel
666,674,Dell,Notebook,15.6,8,Windows 10,2.06,955.0,1920,1080,2.5,Intel,0,1,Intel
667,675,HP,Notebook,15.6,8,Windows 10,2.1,745.0,1920,1080,2.7,Intel,0,1,AMD
668,676,Other,Notebook,15.6,8,Windows 10,2.0,1258.0,1920,1080,2.5,Intel,1,0,Intel
669,677,Acer,Notebook,15.6,4,Other,2.1,412.0,1366,768,2.0,Intel,1,0,Intel
670,678,Other,Ultrabook,13.5,8,Other,1.252,1867.85,2256,1504,2.8,Intel,1,0,Intel
671,679,Lenovo,Notebook,15.6,8,Windows 10,1.9,817.95,1920,1080,2.5,Intel,1,1,AMD
672,680,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,1034.0,1920,1080,2.5,Intel,1,0,Intel
673,681,Lenovo,Notebook,15.6,4,Windows 10,2.2,349.0,1366,768,2.2,AMD,1,0,AMD
674,682,HP,2 in 1 Convertible,14.0,4,Windows 10,1.63,699.0,1920,1080,2.4,Intel,1,0,Nvidia
675,683,Other,Gaming,15.6,16,Windows 10,2.4,1294.0,1920,1080,2.8,Intel,1,1,Nvidia
676,684,Asus,Ultrabook,14.0,8,Windows 10,1.1,1135.0,1920,1080,2.5,Intel,1,0,Intel
677,685,HP,2 in 1 Convertible,11.6,8,Other,1.4,495.0,1366,768,1.1,Intel,0,0,Intel
678,686,Other,Ultrabook,15.6,8,Windows 10,1.09,2299.0,1920,1080,1.8,Intel,1,0,Intel
679,687,Acer,Gaming,15.6,16,Windows 10,2.5,1299.0,1920,1080,2.5,Intel,1,0,Nvidia
680,688,Other,Gaming,15.6,8,Windows 10,2.2,997.9,1920,1080,2.5,Intel,1,0,Nvidia
681,689,Asus,Notebook,15.6,4,Windows 10,1.86,419.0,1366,768,1.1,Intel,1,0,Intel
682,690,Dell,Gaming,15.6,16,Windows 10,3.21,2051.0,1920,1080,2.5,Intel,1,1,Nvidia
683,691,HP,Notebook,17.3,4,Windows 10,2.5,699.0,1920,1080,2.0,Intel,1,0,AMD
684,692,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.19,1499.0,1920,1080,1.8,Intel,1,0,Intel
685,693,Dell,Gaming,15.6,16,Windows 10,3.49,2813.75,1920,1080,2.9,Intel,1,1,Nvidia
686,694,HP,Notebook,15.6,4,Windows 10,1.86,612.61,1366,768,2.5,Intel,0,1,AMD
687,695,Dell,Notebook,15.6,4,Windows 10,2.2,545.67,1366,768,2.0,Intel,0,1,AMD
688,696,HP,Notebook,17.3,6,Windows 10,2.65,569.0,1920,1080,2.4,AMD,0,1,AMD
689,697,Lenovo,Notebook,15.6,4,Windows 10,2.1,318.0,1366,768,1.6,Intel,0,1,Intel
690,698,Acer,Notebook,14.0,4,Other,1.45,375.0,1366,768,1.6,Intel,0,0,Intel
691,699,Lenovo,Notebook,14.0,4,Windows 10,1.7,699.0,1920,1080,2.5,Intel,1,0,Intel
692,700,HP,Workstation,17.3,8,Windows 10,3.14,1907.99,1920,1080,2.8,Intel,0,1,Nvidia
693,701,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,2590.0,2560,1440,2.7,Intel,1,0,Intel
694,702,Other,Notebook,13.3,8,Windows 10,1.5,973.0,1920,1080,2.5,Intel,1,0,Intel
695,703,Acer,Netbook,11.6,4,Windows 10,1.4,269.0,1366,768,1.6,Intel,0,0,Intel
696,704,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.38,1749.0,1920,1080,2.7,Intel,1,0,Intel
697,705,Asus,2 in 1 Convertible,12.5,4,Other,1.2,669.0,1920,1080,0.9,Intel,0,0,Intel
698,706,Other,Ultrabook,13.3,16,Windows 10,1.36,1877.0,1920,1080,2.5,Intel,1,0,Intel
699,707,HP,Notebook,15.6,4,Windows 10,2.1,689.0,1920,1080,2.7,Intel,0,1,AMD
700,708,Dell,Gaming,15.6,8,Windows 10,2.56,819.0,1920,1080,2.5,Intel,0,1,Nvidia
701,709,Lenovo,Notebook,15.6,4,Windows 10,2.2,399.0,1920,1080,2.9,AMD,1,0,AMD
702,710,Lenovo,Notebook,15.6,8,Windows 10,2.2,429.0,1366,768,3.6,AMD,0,1,AMD
703,711,Lenovo,Notebook,15.6,4,Windows 10,2.1,621.45,1920,1080,2.5,Intel,0,1,Intel
704,712,Lenovo,Notebook,15.6,4,Other,1.9,450.0,1366,768,2.0,Intel,0,1,Intel
705,713,Dell,Notebook,15.6,8,Windows 10,2.18,795.0,1920,1080,2.5,Intel,1,0,Intel
706,714,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,999.0,1920,1080,1.6,Intel,1,0,Intel
707,715,Lenovo,Workstation,15.6,16,Other,2.18,1855.0,1920,1080,2.5,Intel,1,0,Nvidia
708,716,Lenovo,Notebook,14.0,8,Windows 10,1.8,1191.0,1920,1080,2.3,Intel,1,0,Intel
709,717,HP,Notebook,17.3,6,Windows 10,2.71,655.01,1920,1080,2.5,AMD,0,1,AMD
710,718,Lenovo,Gaming,15.6,8,Windows 10,2.5,1249.0,1920,1080,2.8,Intel,1,1,Nvidia
711,719,Dell,Notebook,14.0,8,Other,1.64,1089.0,1920,1080,2.8,Intel,1,0,Nvidia
712,720,Dell,Notebook,15.6,8,Other,1.98,726.0,1920,1080,2.5,Intel,0,1,Intel
713,721,Asus,Notebook,14.0,4,Windows 10,1.5,298.0,1920,1080,1.1,Intel,0,0,Intel
714,722,Dell,Notebook,15.6,16,Windows 10,1.93,1426.66,1920,1080,2.6,Intel,1,0,Intel
715,723,Lenovo,Notebook,14.0,8,Windows 10,1.87,857.07,1920,1080,2.5,Intel,1,0,Nvidia
716,724,Dell,Notebook,15.6,8,Windows 10,1.9,1179.0,1920,1080,2.6,Intel,1,0,Intel
717,725,Lenovo,Notebook,15.6,4,Windows 10,2.19,298.0,1366,768,2.0,AMD,0,1,AMD
718,726,Other,Notebook,14.0,4,Windows 10,1.4,265.0,1920,1200,1.92,Intel,0,1,Intel
719,727,HP,Notebook,17.3,8,Windows 10,2.63,1200.0,1920,1080,2.7,Intel,1,0,Nvidia
720,728,Lenovo,Ultrabook,14.0,8,Windows 10,1.17,1686.64,2560,1440,2.5,Intel,1,0,Intel
721,729,HP,2 in 1 Convertible,13.3,8,Windows 10,1.58,836.6,1366,768,2.5,Intel,1,0,Intel
722,730,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1499.0,1920,1080,2.5,Intel,1,0,Intel
723,731,Dell,Gaming,17.3,32,Windows 10,4.36,3659.4,3840,2160,2.8,Intel,1,1,Nvidia
724,732,Other,Gaming,17.3,8,Windows 10,2.7,1348.48,1920,1080,2.8,Intel,1,1,Nvidia
725,733,Lenovo,Notebook,15.6,4,Other,1.9,489.9,1366,768,2.5,Intel,0,1,Intel
726,734,Dell,Notebook,15.6,8,Windows 10,2.2,719.0,1920,1080,1.6,Intel,1,1,AMD
727,735,Dell,2 in 1 Convertible,13.3,4,Windows 10,1.71,649.0,1920,1080,2.4,Intel,0,1,Intel
728,736,Dell,Notebook,15.6,8,Other,2.32,589.52,1366,768,2.5,Intel,0,1,AMD
729,737,HP,Notebook,15.6,4,Windows 10,2.1,489.0,1920,1080,3.0,AMD,0,1,AMD
730,738,Acer,Gaming,17.3,16,Windows 10,4.2,1935.0,1920,1080,2.6,Intel,1,1,Nvidia
731,739,Dell,Notebook,15.6,12,Windows 10,2.25,649.0,1366,768,2.5,Intel,0,1,Intel
732,740,HP,Notebook,15.6,6,Windows 10,2.1,650.0,1920,1080,3.0,AMD,1,1,AMD
733,741,Acer,Notebook,15.6,4,Windows 10,2.4,559.0,1366,768,2.5,Intel,0,1,Intel
734,742,Lenovo,Notebook,13.3,8,Windows 10,1.44,960.0,1920,1080,2.5,Intel,1,0,Intel
735,743,Lenovo,Notebook,15.6,4,Windows 10,1.85,779.0,1920,1080,2.7,Intel,0,1,Intel
736,744,HP,Workstation,15.6,16,Windows 10,2.6,2419.0,1920,1080,2.8,Intel,1,0,Nvidia
737,745,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.55,659.0,1920,1080,1.6,Intel,0,1,Intel
738,746,Other,Gaming,15.6,16,Windows 10,1.8,2094.48,1920,1080,2.8,Intel,1,1,Nvidia
