store_sales(in millions),unit_sales(in millions),total_children,num_children_at_home,avg_cars_at home(approx).1,gross_weight,recyclable_package,low_fat,units_per_case,store_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,cost
7.59,3.0,4.0,4.0,4.0,18.7,1.0,0.0,15.0,21215.0,1.0,0.0,0.0,0.0,0.0,91.28
6.52,4.0,3.0,0.0,3.0,8.41,1.0,0.0,1.0,27694.0,1.0,1.0,1.0,1.0,1.0,55.59
2.94,2.0,3.0,0.0,0.0,8.41,0.0,1.0,9.0,23598.0,0.0,0.0,0.0,0.0,1.0,55.96
4.64,4.0,2.0,1.0,2.0,13.9,1.0,1.0,30.0,30797.0,1.0,1.0,1.0,1.0,1.0,98.81
8.73,3.0,1.0,0.0,3.0,10.8,0.0,0.0,6.0,23112.0,1.0,1.0,1.0,1.0,1.0,144.54
6.93,3.0,3.0,3.0,2.0,18.9,1.0,0.0,3.0,23112.0,1.0,1.0,1.0,1.0,1.0,97.13
11.22,3.0,1.0,1.0,3.0,21.3,0.0,1.0,24.0,23598.0,0.0,0.0,0.0,0.0,1.0,146.41
6.63,3.0,3.0,0.0,3.0,18.5,0.0,0.0,20.0,21215.0,1.0,0.0,0.0,0.0,0.0,90.58
11.85,3.0,1.0,0.0,2.0,18.3,0.0,0.0,35.0,30584.0,1.0,1.0,1.0,1.0,1.0,94.79
5.37,3.0,2.0,2.0,4.0,18.2,1.0,1.0,14.0,33858.0,1.0,0.0,1.0,1.0,1.0,71.51
3.02,2.0,1.0,0.0,2.0,6.84,0.0,1.0,35.0,21215.0,1.0,0.0,0.0,0.0,0.0,66.78
5.34,3.0,1.0,1.0,2.0,13.4,1.0,0.0,25.0,39696.0,0.0,0.0,1.0,1.0,0.0,109.14
5.16,3.0,4.0,0.0,4.0,9.39,1.0,1.0,30.0,23112.0,1.0,1.0,1.0,1.0,1.0,97.13
8.16,3.0,4.0,0.0,2.0,14.5,1.0,0.0,1.0,23688.0,1.0,1.0,1.0,1.0,1.0,53.82
8.94,3.0,2.0,0.0,2.0,10.8,1.0,1.0,25.0,30797.0,1.0,1.0,1.0,1.0,1.0,92.57
4.53,3.0,4.0,0.0,3.0,12.5,1.0,1.0,27.0,24597.0,1.0,0.0,0.0,0.0,0.0,131.2
4.55,5.0,5.0,1.0,2.0,9.91,1.0,0.0,9.0,20319.0,0.0,0.0,0.0,0.0,0.0,140.57
3.24,2.0,3.0,0.0,2.0,17.1,1.0,1.0,9.0,30797.0,1.0,1.0,1.0,1.0,1.0,129.38
11.2,4.0,5.0,5.0,3.0,14.7,0.0,1.0,13.0,23759.0,1.0,0.0,1.0,1.0,1.0,90.65
5.16,4.0,0.0,0.0,4.0,8.03,1.0,0.0,30.0,23593.0,0.0,0.0,0.0,0.0,0.0,67.63
4.34,2.0,1.0,1.0,3.0,15.6,0.0,1.0,21.0,22478.0,1.0,0.0,0.0,0.0,0.0,127.19
2.34,3.0,1.0,0.0,3.0,9.0,1.0,0.0,26.0,23593.0,0.0,0.0,0.0,0.0,0.0,119.26
7.24,2.0,3.0,2.0,2.0,18.7,1.0,1.0,6.0,30268.0,0.0,0.0,0.0,0.0,0.0,100.55
5.2,4.0,2.0,2.0,4.0,13.0,0.0,1.0,29.0,21215.0,1.0,0.0,0.0,0.0,0.0,91.28
11.96,4.0,4.0,0.0,3.0,12.4,1.0,1.0,30.0,30797.0,1.0,1.0,1.0,1.0,1.0,92.57
5.4,3.0,4.0,1.0,3.0,13.2,0.0,0.0,24.0,27694.0,1.0,1.0,1.0,1.0,1.0,54.11
6.64,4.0,4.0,0.0,3.0,13.6,0.0,0.0,23.0,27694.0,1.0,1.0,1.0,1.0,1.0,82.62
1.59,3.0,1.0,0.0,3.0,7.18,0.0,0.0,25.0,23688.0,1.0,1.0,1.0,1.0,1.0,126.88
1.74,3.0,3.0,0.0,2.0,7.27,1.0,0.0,4.0,34452.0,1.0,0.0,0.0,0.0,1.0,130.06
8.4,5.0,4.0,0.0,1.0,21.5,1.0,0.0,22.0,21215.0,1.0,0.0,0.0,0.0,0.0,100.44
3.1,2.0,2.0,0.0,3.0,10.6,0.0,1.0,13.0,34791.0,0.0,0.0,1.0,1.0,0.0,77.72
11.25,3.0,4.0,0.0,2.0,19.3,0.0,0.0,30.0,30268.0,0.0,0.0,0.0,0.0,0.0,64.99
3.52,2.0,3.0,3.0,3.0,21.9,1.0,0.0,7.0,39696.0,0.0,0.0,1.0,1.0,0.0,64.84
6.84,3.0,2.0,2.0,2.0,20.1,0.0,0.0,7.0,23598.0,0.0,0.0,0.0,0.0,1.0,68.97
5.88,2.0,2.0,0.0,1.0,16.8,1.0,0.0,5.0,39696.0,0.0,0.0,1.0,1.0,0.0,58.27
5.19,3.0,5.0,0.0,3.0,7.57,1.0,0.0,23.0,33858.0,1.0,0.0,1.0,1.0,1.0,109.06
10.96,4.0,0.0,0.0,3.0,10.3,1.0,0.0,29.0,21215.0,1.0,0.0,0.0,0.0,0.0,145.41
7.47,3.0,5.0,5.0,2.0,11.5,1.0,1.0,26.0,30797.0,1.0,1.0,1.0,1.0,1.0,53.29
9.63,3.0,3.0,2.0,2.0,8.47,0.0,1.0,5.0,20319.0,0.0,0.0,0.0,0.0,0.0,62.27
2.44,4.0,4.0,0.0,0.0,11.3,0.0,1.0,33.0,27694.0,1.0,1.0,1.0,1.0,1.0,144.38
5.96,4.0,4.0,4.0,2.0,13.1,0.0,0.0,9.0,33858.0,1.0,0.0,1.0,1.0,1.0,111.7
8.91,3.0,4.0,4.0,3.0,12.3,1.0,0.0,33.0,20319.0,0.0,0.0,0.0,0.0,0.0,124.36
4.84,2.0,2.0,1.0,1.0,9.4,0.0,1.0,11.0,20319.0,0.0,0.0,0.0,0.0,0.0,140.19
6.72,3.0,4.0,2.0,1.0,21.1,0.0,0.0,8.0,23112.0,1.0,1.0,1.0,1.0,1.0,138.18
4.92,3.0,2.0,2.0,4.0,16.7,1.0,0.0,31.0,30797.0,1.0,1.0,1.0,1.0,1.0,129.38
11.34,3.0,2.0,2.0,3.0,16.7,1.0,0.0,24.0,30797.0,1.0,1.0,1.0,1.0,1.0,129.38
8.4,3.0,2.0,0.0,3.0,12.7,0.0,0.0,19.0,33858.0,1.0,0.0,1.0,1.0,1.0,51.12
3.44,4.0,4.0,0.0,2.0,7.13,0.0,1.0,33.0,23688.0,1.0,1.0,1.0,1.0,1.0,81.79
2.22,3.0,3.0,0.0,1.0,15.2,1.0,0.0,30.0,33858.0,1.0,0.0,1.0,1.0,1.0,122.47
9.36,4.0,4.0,0.0,1.0,9.02,1.0,0.0,36.0,30797.0,1.0,1.0,1.0,1.0,1.0,116.4
9.32,4.0,5.0,2.0,2.0,19.7,0.0,1.0,18.0,33858.0,1.0,0.0,1.0,1.0,1.0,70.32
7.36,2.0,2.0,0.0,4.0,19.9,0.0,0.0,8.0,23759.0,1.0,0.0,1.0,1.0,1.0,106.73
10.95,3.0,0.0,0.0,2.0,11.1,0.0,0.0,34.0,23688.0,1.0,1.0,1.0,1.0,1.0,53.82
1.8,3.0,2.0,1.0,2.0,14.4,0.0,0.0,6.0,33858.0,1.0,0.0,1.0,1.0,1.0,51.12
7.86,2.0,3.0,2.0,2.0,15.5,1.0,1.0,23.0,27694.0,1.0,1.0,1.0,1.0,1.0,54.11
5.44,4.0,5.0,0.0,1.0,13.5,0.0,1.0,19.0,20319.0,0.0,0.0,0.0,0.0,0.0,119.3
7.59,3.0,2.0,0.0,2.0,10.5,0.0,0.0,19.0,23759.0,1.0,0.0,1.0,1.0,1.0,89.9
10.41,3.0,3.0,0.0,2.0,9.56,0.0,0.0,25.0,20319.0,0.0,0.0,0.0,0.0,0.0,108.22
7.8,3.0,3.0,3.0,2.0,9.09,0.0,1.0,5.0,30584.0,1.0,1.0,1.0,1.0,1.0,79.59
7.89,3.0,4.0,0.0,3.0,8.79,0.0,0.0,23.0,33858.0,1.0,0.0,1.0,1.0,1.0,115.13
9.08,4.0,4.0,3.0,3.0,20.6,1.0,1.0,29.0,23688.0,1.0,1.0,1.0,1.0,1.0,101.84
4.35,3.0,3.0,3.0,2.0,14.3,1.0,0.0,30.0,20319.0,0.0,0.0,0.0,0.0,0.0,117.29
2.88,2.0,0.0,0.0,2.0,6.68,0.0,1.0,34.0,30797.0,1.0,1.0,1.0,1.0,1.0,99.38
10.17,3.0,3.0,3.0,3.0,6.72,0.0,1.0,4.0,30268.0,0.0,0.0,0.0,0.0,0.0,133.42
6.88,4.0,3.0,3.0,2.0,10.1,1.0,0.0,28.0,23688.0,1.0,1.0,1.0,1.0,1.0,137.46
2.64,2.0,1.0,0.0,2.0,14.8,0.0,1.0,15.0,33858.0,1.0,0.0,1.0,1.0,1.0,115.13
4.65,3.0,1.0,0.0,4.0,6.88,1.0,1.0,24.0,33858.0,1.0,0.0,1.0,1.0,1.0,95.74
15.72,4.0,3.0,0.0,2.0,21.9,1.0,0.0,27.0,21215.0,1.0,0.0,0.0,0.0,0.0,131.46
8.28,3.0,4.0,0.0,4.0,13.8,1.0,1.0,16.0,27694.0,1.0,1.0,1.0,1.0,1.0,80.29
4.36,2.0,2.0,0.0,1.0,18.3,0.0,0.0,17.0,20319.0,0.0,0.0,0.0,0.0,0.0,140.57
6.76,4.0,3.0,0.0,4.0,18.1,0.0,1.0,4.0,23688.0,1.0,1.0,1.0,1.0,1.0,149.75
3.75,3.0,2.0,1.0,2.0,10.4,0.0,0.0,31.0,30797.0,1.0,1.0,1.0,1.0,1.0,92.57
6.92,2.0,1.0,1.0,3.0,14.7,0.0,0.0,36.0,23598.0,0.0,0.0,0.0,0.0,1.0,143.04
1.28,1.0,1.0,0.0,2.0,9.48,0.0,1.0,16.0,28206.0,1.0,0.0,0.0,0.0,0.0,90.58
8.67,3.0,2.0,1.0,3.0,8.68,0.0,0.0,36.0,23688.0,1.0,1.0,1.0,1.0,1.0,55.96
2.32,4.0,1.0,1.0,3.0,12.2,1.0,0.0,28.0,20319.0,0.0,0.0,0.0,0.0,0.0,72.61
7.16,4.0,4.0,0.0,3.0,18.6,1.0,1.0,27.0,23688.0,1.0,1.0,1.0,1.0,1.0,85.88
1.66,2.0,3.0,2.0,3.0,15.7,1.0,0.0,17.0,22478.0,1.0,0.0,0.0,0.0,0.0,101.65
8.1,3.0,2.0,1.0,0.0,12.3,1.0,0.0,7.0,34791.0,0.0,0.0,1.0,1.0,0.0,137.55
10.2,3.0,4.0,0.0,3.0,7.87,0.0,0.0,26.0,38382.0,0.0,0.0,0.0,0.0,0.0,86.79
11.12,4.0,1.0,1.0,1.0,6.49,0.0,0.0,23.0,23688.0,1.0,1.0,1.0,1.0,1.0,129.2
9.63,3.0,5.0,0.0,2.0,19.8,1.0,0.0,21.0,39696.0,0.0,0.0,1.0,1.0,0.0,68.15
5.7,3.0,0.0,0.0,2.0,20.2,0.0,0.0,9.0,23593.0,0.0,0.0,0.0,0.0,0.0,73.27
6.63,3.0,5.0,3.0,3.0,18.5,0.0,0.0,20.0,34791.0,0.0,0.0,1.0,1.0,0.0,110.17
5.38,2.0,4.0,4.0,3.0,20.5,1.0,0.0,4.0,28206.0,1.0,0.0,0.0,0.0,0.0,121.8
9.04,4.0,2.0,0.0,2.0,8.77,0.0,1.0,22.0,23598.0,0.0,0.0,0.0,0.0,1.0,83.26
4.5,3.0,3.0,0.0,2.0,16.8,1.0,0.0,10.0,23112.0,1.0,1.0,1.0,1.0,1.0,95.45
4.5,3.0,2.0,2.0,3.0,8.76,1.0,0.0,6.0,23688.0,1.0,1.0,1.0,1.0,1.0,131.81
3.9,3.0,3.0,3.0,3.0,11.8,0.0,1.0,27.0,30584.0,1.0,1.0,1.0,1.0,1.0,146.72
4.52,2.0,3.0,0.0,2.0,14.8,1.0,0.0,20.0,33858.0,1.0,0.0,1.0,1.0,1.0,138.81
5.25,3.0,1.0,0.0,4.0,10.6,1.0,0.0,17.0,23759.0,1.0,0.0,1.0,1.0,1.0,90.65
15.52,4.0,5.0,0.0,2.0,10.6,0.0,1.0,28.0,20319.0,0.0,0.0,0.0,0.0,0.0,118.36
4.32,3.0,2.0,0.0,2.0,16.2,0.0,0.0,18.0,23598.0,0.0,0.0,0.0,0.0,1.0,143.04
2.24,2.0,1.0,0.0,2.0,17.2,0.0,0.0,16.0,21215.0,1.0,0.0,0.0,0.0,0.0,59.19
5.46,3.0,4.0,0.0,2.0,21.8,1.0,0.0,20.0,30584.0,1.0,1.0,1.0,1.0,1.0,115.25
2.38,2.0,1.0,0.0,2.0,14.7,1.0,1.0,21.0,30797.0,1.0,1.0,1.0,1.0,1.0,62.4
2.16,3.0,0.0,0.0,2.0,19.6,1.0,1.0,24.0,23688.0,1.0,1.0,1.0,1.0,1.0,137.46
7.9,2.0,4.0,0.0,2.0,7.24,0.0,0.0,31.0,34791.0,0.0,0.0,1.0,1.0,0.0,125.48
5.26,2.0,2.0,0.0,2.0,10.1,1.0,1.0,28.0,21215.0,1.0,0.0,0.0,0.0,0.0,135.8
2.94,2.0,1.0,1.0,2.0,14.8,1.0,1.0,3.0,33858.0,1.0,0.0,1.0,1.0,1.0,109.06
7.04,4.0,0.0,0.0,1.0,21.9,1.0,0.0,7.0,23112.0,1.0,1.0,1.0,1.0,1.0,77.24
5.32,4.0,1.0,0.0,2.0,8.47,1.0,1.0,35.0,30268.0,0.0,0.0,0.0,0.0,0.0,98.52
1.83,3.0,3.0,3.0,3.0,10.4,1.0,0.0,14.0,21215.0,1.0,0.0,0.0,0.0,0.0,114.01
14.32,4.0,5.0,0.0,3.0,11.4,1.0,0.0,28.0,38382.0,0.0,0.0,0.0,0.0,0.0,87.07
3.81,3.0,2.0,0.0,2.0,19.7,0.0,0.0,20.0,20319.0,0.0,0.0,0.0,0.0,0.0,118.36
5.6,4.0,2.0,0.0,1.0,7.87,0.0,0.0,27.0,21215.0,1.0,0.0,0.0,0.0,0.0,76.98
6.6,3.0,2.0,0.0,2.0,15.7,1.0,1.0,19.0,23598.0,0.0,0.0,0.0,0.0,1.0,101.84
15.64,4.0,5.0,2.0,0.0,13.0,1.0,0.0,1.0,33858.0,1.0,0.0,1.0,1.0,1.0,142.58
6.9,2.0,3.0,0.0,4.0,19.2,1.0,1.0,12.0,27694.0,1.0,1.0,1.0,1.0,1.0,69.47
11.61,3.0,3.0,0.0,3.0,7.2,1.0,0.0,27.0,30268.0,0.0,0.0,0.0,0.0,0.0,133.42
11.24,4.0,2.0,0.0,3.0,10.7,0.0,0.0,9.0,20319.0,0.0,0.0,0.0,0.0,0.0,53.01
8.1,3.0,2.0,0.0,3.0,21.4,1.0,0.0,10.0,23112.0,1.0,1.0,1.0,1.0,1.0,102.47
5.62,2.0,2.0,0.0,2.0,6.23,1.0,0.0,31.0,27694.0,1.0,1.0,1.0,1.0,1.0,95.78
6.84,3.0,1.0,0.0,3.0,20.1,0.0,0.0,7.0,38382.0,0.0,0.0,0.0,0.0,0.0,91.58
9.08,4.0,3.0,0.0,3.0,7.26,0.0,1.0,5.0,30797.0,1.0,1.0,1.0,1.0,1.0,68.91
3.3,5.0,4.0,0.0,3.0,17.9,1.0,1.0,9.0,27694.0,1.0,1.0,1.0,1.0,1.0,95.78
2.8,2.0,1.0,1.0,1.0,17.0,0.0,0.0,29.0,20319.0,0.0,0.0,0.0,0.0,0.0,137.7
14.96,4.0,4.0,2.0,3.0,8.5,0.0,1.0,21.0,23598.0,0.0,0.0,0.0,0.0,1.0,53.82
1.73,1.0,4.0,2.0,2.0,9.26,0.0,0.0,20.0,24597.0,1.0,0.0,0.0,0.0,0.0,146.32
2.8,4.0,4.0,0.0,2.0,13.9,0.0,0.0,30.0,33858.0,1.0,0.0,1.0,1.0,1.0,139.37
10.24,4.0,2.0,2.0,0.0,13.5,1.0,0.0,9.0,27694.0,1.0,1.0,1.0,1.0,1.0,54.11
4.32,2.0,3.0,0.0,1.0,16.2,1.0,0.0,20.0,30584.0,1.0,1.0,1.0,1.0,1.0,79.59
4.38,2.0,5.0,0.0,4.0,11.9,1.0,1.0,34.0,23688.0,1.0,1.0,1.0,1.0,1.0,129.2
7.59,3.0,2.0,0.0,2.0,13.1,1.0,1.0,12.0,23759.0,1.0,0.0,1.0,1.0,1.0,147.82
5.04,4.0,4.0,0.0,3.0,12.2,1.0,1.0,17.0,33858.0,1.0,0.0,1.0,1.0,1.0,122.47
5.91,3.0,1.0,1.0,1.0,12.5,0.0,0.0,13.0,23688.0,1.0,1.0,1.0,1.0,1.0,112.52
7.74,3.0,4.0,3.0,3.0,18.3,0.0,0.0,14.0,30584.0,1.0,1.0,1.0,1.0,1.0,115.25
6.51,3.0,3.0,0.0,2.0,15.6,0.0,1.0,21.0,23112.0,1.0,1.0,1.0,1.0,1.0,144.54
3.84,3.0,2.0,1.0,2.0,9.18,0.0,0.0,29.0,30584.0,1.0,1.0,1.0,1.0,1.0,79.59
3.42,3.0,4.0,3.0,3.0,14.8,1.0,1.0,18.0,30268.0,0.0,0.0,0.0,0.0,0.0,57.52
15.8,5.0,5.0,3.0,3.0,13.2,1.0,0.0,15.0,30797.0,1.0,1.0,1.0,1.0,1.0,56.49
7.48,2.0,2.0,1.0,2.0,10.3,1.0,0.0,34.0,23598.0,0.0,0.0,0.0,0.0,1.0,101.84
3.0,4.0,3.0,3.0,2.0,8.94,0.0,0.0,23.0,23598.0,0.0,0.0,0.0,0.0,1.0,81.79
5.44,2.0,3.0,0.0,1.0,18.1,0.0,0.0,19.0,33858.0,1.0,0.0,1.0,1.0,1.0,70.32
5.55,3.0,2.0,0.0,2.0,10.4,1.0,1.0,18.0,23759.0,1.0,0.0,1.0,1.0,1.0,90.65
6.72,3.0,1.0,0.0,2.0,21.1,0.0,0.0,8.0,27694.0,1.0,1.0,1.0,1.0,1.0,55.59
10.2,3.0,3.0,0.0,3.0,10.4,0.0,0.0,12.0,30797.0,1.0,1.0,1.0,1.0,1.0,92.57
1.18,2.0,1.0,0.0,2.0,17.8,0.0,0.0,21.0,23759.0,1.0,0.0,1.0,1.0,1.0,93.11
3.02,2.0,4.0,0.0,2.0,12.5,1.0,1.0,27.0,30268.0,0.0,0.0,0.0,0.0,0.0,116.74
16.2,5.0,4.0,3.0,0.0,9.42,1.0,0.0,20.0,27694.0,1.0,1.0,1.0,1.0,1.0,95.78
8.91,3.0,2.0,0.0,0.0,13.5,0.0,1.0,15.0,27694.0,1.0,1.0,1.0,1.0,1.0,69.47
6.33,3.0,1.0,0.0,0.0,10.7,1.0,1.0,35.0,33858.0,1.0,0.0,1.0,1.0,1.0,142.58
10.14,3.0,1.0,0.0,4.0,10.2,1.0,1.0,28.0,27694.0,1.0,1.0,1.0,1.0,1.0,144.38
8.8,4.0,1.0,0.0,2.0,15.7,1.0,1.0,19.0,30268.0,0.0,0.0,0.0,0.0,0.0,59.4
4.86,3.0,3.0,0.0,2.0,10.2,1.0,1.0,27.0,30797.0,1.0,1.0,1.0,1.0,1.0,116.4
3.24,1.0,4.0,0.0,1.0,8.48,0.0,0.0,17.0,24597.0,1.0,0.0,0.0,0.0,0.0,110.5
8.84,4.0,3.0,2.0,2.0,18.5,0.0,0.0,20.0,21215.0,1.0,0.0,0.0,0.0,0.0,131.46
5.16,3.0,4.0,3.0,2.0,17.3,0.0,0.0,14.0,23759.0,1.0,0.0,1.0,1.0,1.0,147.82
6.42,2.0,1.0,0.0,1.0,7.87,1.0,0.0,6.0,30268.0,0.0,0.0,0.0,0.0,0.0,106.66
5.22,3.0,2.0,2.0,1.0,10.9,1.0,1.0,22.0,23688.0,1.0,1.0,1.0,1.0,1.0,131.81
5.48,4.0,1.0,0.0,2.0,17.0,1.0,0.0,34.0,20319.0,0.0,0.0,0.0,0.0,0.0,117.29
2.0,4.0,4.0,0.0,2.0,11.0,1.0,0.0,36.0,30268.0,0.0,0.0,0.0,0.0,0.0,62.67
5.16,3.0,2.0,0.0,3.0,17.7,1.0,1.0,4.0,34791.0,0.0,0.0,1.0,1.0,0.0,137.55
6.72,4.0,3.0,3.0,4.0,21.5,1.0,0.0,22.0,33858.0,1.0,0.0,1.0,1.0,1.0,55.18
10.48,4.0,2.0,2.0,4.0,12.8,0.0,1.0,22.0,23593.0,0.0,0.0,0.0,0.0,0.0,112.19
2.58,3.0,2.0,0.0,4.0,14.7,1.0,1.0,26.0,34452.0,1.0,0.0,0.0,0.0,1.0,147.17
1.8,3.0,1.0,0.0,1.0,14.4,0.0,0.0,6.0,39696.0,0.0,0.0,1.0,1.0,0.0,58.27
1.77,3.0,2.0,0.0,1.0,18.3,1.0,0.0,26.0,33858.0,1.0,0.0,1.0,1.0,1.0,69.65
8.9,5.0,4.0,4.0,2.0,13.0,0.0,0.0,17.0,33858.0,1.0,0.0,1.0,1.0,1.0,111.7
3.82,2.0,4.0,2.0,0.0,18.7,1.0,0.0,30.0,30797.0,1.0,1.0,1.0,1.0,1.0,92.57
11.73,3.0,1.0,0.0,2.0,13.0,1.0,0.0,1.0,30268.0,0.0,0.0,0.0,0.0,0.0,116.74
1.92,3.0,3.0,0.0,3.0,7.79,1.0,1.0,8.0,23112.0,1.0,1.0,1.0,1.0,1.0,107.2
7.92,3.0,2.0,2.0,3.0,12.6,1.0,1.0,10.0,27694.0,1.0,1.0,1.0,1.0,1.0,84.16
7.2,4.0,1.0,0.0,3.0,11.7,1.0,0.0,3.0,33858.0,1.0,0.0,1.0,1.0,1.0,95.74
12.4,4.0,1.0,0.0,2.0,16.7,1.0,1.0,6.0,30584.0,1.0,1.0,1.0,1.0,1.0,86.79
9.88,4.0,3.0,0.0,3.0,19.3,0.0,0.0,9.0,23598.0,0.0,0.0,0.0,0.0,1.0,141.26
7.02,3.0,4.0,0.0,2.0,19.0,0.0,0.0,20.0,23759.0,1.0,0.0,1.0,1.0,1.0,106.73
6.78,3.0,1.0,0.0,1.0,9.54,1.0,1.0,11.0,30797.0,1.0,1.0,1.0,1.0,1.0,99.38
5.79,3.0,2.0,2.0,0.0,9.02,1.0,0.0,27.0,33858.0,1.0,0.0,1.0,1.0,1.0,73.05
7.89,3.0,1.0,0.0,3.0,8.79,0.0,0.0,23.0,36509.0,0.0,0.0,0.0,0.0,0.0,141.39
10.83,3.0,3.0,0.0,1.0,13.7,1.0,1.0,11.0,20319.0,0.0,0.0,0.0,0.0,0.0,119.3
8.52,4.0,3.0,0.0,4.0,11.0,1.0,1.0,20.0,39696.0,0.0,0.0,1.0,1.0,0.0,51.27
1.68,3.0,1.0,0.0,4.0,11.6,0.0,1.0,33.0,20319.0,0.0,0.0,0.0,0.0,0.0,140.19
2.66,2.0,4.0,3.0,3.0,10.9,1.0,1.0,33.0,23688.0,1.0,1.0,1.0,1.0,1.0,96.55
7.46,2.0,2.0,2.0,3.0,18.5,0.0,0.0,5.0,39696.0,0.0,0.0,1.0,1.0,0.0,82.61
8.9,5.0,5.0,0.0,0.0,13.0,0.0,0.0,17.0,23112.0,1.0,1.0,1.0,1.0,1.0,138.18
10.6,4.0,1.0,0.0,4.0,17.7,1.0,1.0,18.0,33858.0,1.0,0.0,1.0,1.0,1.0,149.08
13.84,4.0,4.0,0.0,3.0,11.0,0.0,1.0,24.0,34791.0,0.0,0.0,1.0,1.0,0.0,55.45
4.5,2.0,1.0,1.0,4.0,14.7,0.0,0.0,29.0,23593.0,0.0,0.0,0.0,0.0,0.0,119.26
6.12,4.0,2.0,2.0,3.0,6.32,0.0,0.0,33.0,34791.0,0.0,0.0,1.0,1.0,0.0,105.19
6.12,4.0,0.0,0.0,1.0,17.3,0.0,1.0,10.0,36509.0,0.0,0.0,0.0,0.0,0.0,101.61
3.82,2.0,3.0,1.0,1.0,18.7,1.0,0.0,30.0,34452.0,1.0,0.0,0.0,0.0,1.0,87.76
7.6,4.0,0.0,0.0,3.0,13.5,1.0,0.0,33.0,34791.0,0.0,0.0,1.0,1.0,0.0,105.19
8.04,3.0,0.0,0.0,1.0,7.38,1.0,0.0,2.0,21215.0,1.0,0.0,0.0,0.0,0.0,91.28
7.74,3.0,2.0,2.0,2.0,18.3,0.0,0.0,14.0,21215.0,1.0,0.0,0.0,0.0,0.0,114.01
2.28,4.0,4.0,0.0,2.0,16.9,1.0,1.0,16.0,23759.0,1.0,0.0,1.0,1.0,1.0,90.65
7.62,3.0,3.0,0.0,1.0,17.1,1.0,1.0,9.0,33858.0,1.0,0.0,1.0,1.0,1.0,136.74
8.49,3.0,0.0,0.0,2.0,15.9,0.0,0.0,22.0,23759.0,1.0,0.0,1.0,1.0,1.0,147.82
2.16,3.0,1.0,1.0,2.0,12.0,1.0,1.0,12.0,27694.0,1.0,1.0,1.0,1.0,1.0,95.78
11.28,4.0,2.0,0.0,2.0,13.6,1.0,0.0,6.0,30584.0,1.0,1.0,1.0,1.0,1.0,105.28
8.44,4.0,4.0,4.0,3.0,13.8,0.0,1.0,18.0,36509.0,0.0,0.0,0.0,0.0,0.0,125.83
4.62,3.0,1.0,1.0,2.0,15.8,0.0,0.0,23.0,30584.0,1.0,1.0,1.0,1.0,1.0,94.79
8.31,3.0,4.0,0.0,2.0,17.4,1.0,0.0,31.0,30268.0,0.0,0.0,0.0,0.0,0.0,62.67
7.08,3.0,1.0,0.0,1.0,6.68,0.0,1.0,7.0,23593.0,0.0,0.0,0.0,0.0,0.0,73.27
4.84,4.0,4.0,0.0,1.0,13.3,1.0,0.0,8.0,23593.0,0.0,0.0,0.0,0.0,0.0,52.97
1.72,2.0,4.0,3.0,3.0,8.0,0.0,0.0,29.0,30797.0,1.0,1.0,1.0,1.0,1.0,99.38
5.07,3.0,1.0,1.0,4.0,13.2,0.0,0.0,13.0,30268.0,0.0,0.0,0.0,0.0,0.0,133.42
5.61,3.0,3.0,0.0,4.0,16.7,1.0,1.0,10.0,23112.0,1.0,1.0,1.0,1.0,1.0,144.54
4.5,3.0,3.0,0.0,3.0,9.99,0.0,0.0,11.0,20319.0,0.0,0.0,0.0,0.0,0.0,140.57
7.47,3.0,1.0,1.0,1.0,6.49,1.0,0.0,10.0,23688.0,1.0,1.0,1.0,1.0,1.0,68.97
3.04,4.0,4.0,4.0,1.0,11.6,1.0,0.0,26.0,23759.0,1.0,0.0,1.0,1.0,1.0,75.76
7.36,4.0,5.0,0.0,4.0,15.4,0.0,1.0,13.0,21215.0,1.0,0.0,0.0,0.0,0.0,114.01
1.65,3.0,2.0,1.0,4.0,21.0,0.0,0.0,24.0,23598.0,0.0,0.0,0.0,0.0,1.0,131.81
3.96,4.0,1.0,0.0,0.0,7.71,0.0,1.0,22.0,39696.0,0.0,0.0,1.0,1.0,0.0,62.71
6.16,4.0,4.0,0.0,3.0,15.8,0.0,0.0,23.0,30268.0,0.0,0.0,0.0,0.0,0.0,106.66
8.34,3.0,1.0,0.0,1.0,18.7,1.0,1.0,24.0,23688.0,1.0,1.0,1.0,1.0,1.0,68.84
15.2,4.0,4.0,3.0,3.0,13.9,1.0,0.0,1.0,30797.0,1.0,1.0,1.0,1.0,1.0,65.7
9.88,4.0,5.0,5.0,2.0,12.1,1.0,1.0,27.0,33858.0,1.0,0.0,1.0,1.0,1.0,136.74
2.76,4.0,3.0,1.0,3.0,14.7,1.0,0.0,14.0,30584.0,1.0,1.0,1.0,1.0,1.0,79.59
4.76,4.0,0.0,0.0,1.0,14.7,1.0,1.0,21.0,23598.0,0.0,0.0,0.0,0.0,1.0,81.79
11.24,4.0,1.0,0.0,4.0,11.0,1.0,1.0,26.0,23688.0,1.0,1.0,1.0,1.0,1.0,149.75
11.04,3.0,4.0,0.0,3.0,10.2,0.0,1.0,14.0,30268.0,0.0,0.0,0.0,0.0,0.0,133.42
3.74,2.0,4.0,0.0,1.0,16.7,1.0,1.0,10.0,30797.0,1.0,1.0,1.0,1.0,1.0,76.88
